act_symbol,date,period,sales,cost_of_goods,gross_profit,selling_administrative_depreciation_amortization_expenses,income_after_depreciation_and_amortization,non_operating_income,interest_expense,pretax_income,income_taxes,minority_interest,investment_gains,other_income,income_from_continuing_operations,extras_and_discontinued_operations,net_income,income_before_depreciation_and_amortization,depreciation_and_amortization,average_shares,diluted_eps_before_non_recurring_items,diluted_net_eps
ABB,2022-06-30,Quarter,7251000000,4961000000,2290000000,1703000000,587000000,52000000,40000000,599000000,193000000,18000000,0,0,406000000,-9000000,379000000,,,1918000000,0.20,0.20
ABB,2022-09-30,Quarter,7406000000,4925000000,2481000000,1773000000,708000000,51000000,45000000,714000000,294000000,44000000,0,0,420000000,-16000000,360000000,,,1889000000,0.20,0.19
ABB,2022-12-31,Quarter,7824000000,5166000000,2658000000,1473000000,1185000000,35000000,23000000,1197000000,29000000,29000000,0,0,1168000000,-7000000,1132000000,,,1881000000,0.60,0.60
ABB,2022-12-31,Year,29446000000,19736000000,9710000000,6373000000,3337000000,187000000,130000000,3394000000,757000000,119000000,0,0,2637000000,-43000000,2475000000,4151000000,814000000,1910000000,1.32,1.30
ABBV,2012-12-31,Year,18380000000,4508000000,13872000000,8055000000,5817000000,-8000000,84000000,5725000000,450000000,0,0,0,5275000000,0,5275000000,6967000000,1150000000,1574630000,3.35,3.35
ABBV,2013-12-31,Year,18790000000,4581000000,14209000000,8545000000,5664000000,-54000000,278000000,5332000000,1204000000,0,0,0,4128000000,0,4128000000,6561000000,897000000,1604000000,3.14,2.56
ABBV,2014-12-31,Year,19960000000,4426000000,15534000000,12123000000,3411000000,-651000000,391000000,2369000000,595000000,0,0,0,1774000000,0,1774000000,4197000000,786000000,1610000000,3.32,1.10
ABBV,2015-12-31,Year,22859000000,4500000000,18359000000,10822000000,7537000000,-206000000,686000000,6645000000,1501000000,0,0,0,5144000000,0,5144000000,8373000000,836000000,1637000000,4.29,3.13
ABBV,2016-09-30,Quarter,6432000000,1504000000,4928000000,2567000000,2361000000,-97000000,250000000,2014000000,416000000,0,0,0,1598000000,0,1598000000,,,1640000000,1.21,0.97
ABBV,2016-12-31,Quarter,6796000000,1555000000,5241000000,2883000000,2358000000,-70000000,290000000,1998000000,607000000,0,0,0,1391000000,0,1391000000,,,1623000000,1.20,0.85
ABBV,2016-12-31,Year,25638000000,5833000000,19805000000,10421000000,9384000000,-535000000,965000000,7884000000,1931000000,0,0,0,5953000000,0,5953000000,10573000000,1189000000,1631000000,4.82,3.63
ABBV,2017-03-31,Quarter,6538000000,1616000000,4922000000,2503000000,2419000000,-86000000,247000000,2086000000,375000000,0,0,0,1711000000,0,1711000000,,,1603000000,1.28,1.06
ABBV,2017-06-30,Quarter,6944000000,1528000000,5416000000,2742000000,2674000000,-68000000,253000000,2353000000,438000000,0,0,0,1915000000,0,1915000000,,,1600000000,1.42,1.19
ABBV,2017-09-30,Quarter,6995000000,1616000000,5379000000,2674000000,2705000000,-358000000,252000000,2095000000,464000000,0,0,0,1631000000,0,1631000000,,,1603000000,1.41,1.01
ABBV,2017-12-31,Quarter,7739000000,2280000000,5459000000,3665000000,1794000000,-349000000,252000000,1193000000,1141000000,0,0,0,52000000,0,52000000,,,1602000000,1.48,0.04
ABBV,2017-12-31,Year,28216000000,7040000000,21176000000,11584000000,9592000000,-861000000,1004000000,7727000000,2418000000,0,0,0,5309000000,0,5309000000,11093000000,1501000000,1603000000,5.60,3.30
ABBV,2018-03-31,Quarter,7934000000,1927000000,6007000000,3104000000,2903000000,145000000,251000000,2797000000,14000000,0,0,0,2783000000,0,2783000000,,,1596000000,1.87,1.74
ABBV,2018-06-30,Quarter,8278000000,1934000000,6344000000,3582000000,2762000000,-478000000,272000000,2012000000,29000000,0,0,0,1983000000,0,1983000000,,,1572000000,2.00,1.26
ABBV,2018-09-30,Quarter,8236000000,1835000000,6401000000,3242000000,3159000000,-96000000,302000000,2761000000,14000000,0,0,0,2747000000,0,2747000000,,,1515000000,2.14,1.81
ABBV,2018-12-31,Quarter,8305000000,2022000000,6283000000,8724000000,-2441000000,387000000,319000000,-2373000000,-547000000,0,0,0,-1826000000,0,-1826000000,,,1496000000,1.90,-1.15
ABBV,2018-12-31,Year,32753000000,7718000000,25035000000,18652000000,6383000000,-42000000,1144000000,5197000000,-490000000,0,0,0,5687000000,0,5687000000,8148000000,1765000000,1546000000,7.91,3.66
ABBV,2019-03-31,Quarter,7828000000,1694000000,6134000000,3124000000,3010000000,-141000000,325000000,2544000000,88000000,0,0,0,2456000000,0,2456000000,,,1483000000,2.14,1.65
ABBV,2019-06-30,Quarter,8255000000,1819000000,6436000000,3036000000,3400000000,-2284000000,309000000,807000000,66000000,0,0,0,741000000,0,741000000,,,1484000000,2.26,0.49
ABBV,2019-09-30,Quarter,8479000000,1920000000,6559000000,3942000000,2617000000,-196000000,420000000,2001000000,117000000,0,0,0,1884000000,0,1884000000,,,1483000000,2.33,1.26
ABBV,2019-12-31,Quarter,8704000000,2006000000,6698000000,3632000000,3066000000,-427000000,455000000,3074000000,273000000,0,0,0,2801000000,0,2801000000,,,1485000000,2.21,1.88
ABBV,2019-12-31,Year,33266000000,7439000000,25827000000,12844000000,12983000000,-3048000000,1509000000,8426000000,544000000,0,0,0,7882000000,0,7882000000,15000000000,2017000000,1484000000,8.94,5.28
ABBV,2020-03-31,Quarter,8619000000,1942000000,6677000000,3074000000,3603000000,-77000000,428000000,3098000000,88000000,0,0,0,3010000000,0,3010000000,,,1484000000,2.42,2.02
ABBV,2020-06-30,Quarter,10425000000,3711000000,6714000000,5962000000,752000000,-831000000,614000000,-693000000,46000000,-1000000,0,0,-739000000,0,-738000000,,,1647000000,2.34,-0.46
ABBV,2020-09-30,Quarter,12902000000,5050000000,7852000000,4597000000,3255000000,-135000000,620000000,2500000000,187000000,5000000,0,0,2313000000,0,2308000000,,,1774000000,2.83,1.29
ABBV,2020-12-31,Quarter,13858000000,4684000000,9174000000,5421000000,3753000000,-4642000000,618000000,-1507000000,-1545000000,2000000,0,0,38000000,0,36000000,,,1776000000,2.92,-0.13
ABBV,2020-12-31,Year,45804000000,15387000000,30417000000,19054000000,11363000000,-5685000000,2280000000,3398000000,-1224000000,6000000,0,0,4622000000,0,4616000000,17834000000,6471000000,1673000000,10.56,2.72
ABBV,2021-03-31,Quarter,13010000000,4213000000,8797000000,4694000000,4103000000,386000000,622000000,3867000000,312000000,2000000,0,0,3555000000,0,3553000000,,,1775000000,2.95,1.99
ABBV,2021-06-30,Quarter,13959000000,4523000000,9436000000,4995000000,4441000000,-2672000000,606000000,1163000000,394000000,3000000,0,0,769000000,0,766000000,,,1776000000,3.11,0.42
ABBV,2021-09-30,Quarter,14342000000,4390000000,9952000000,5646000000,4306000000,-33000000,585000000,3688000000,508000000,1000000,0,0,3180000000,0,3179000000,,,1777000000,3.33,1.78
ABBV,2021-12-31,Quarter,14886000000,4320000000,10566000000,5492000000,5074000000,-232000000,571000000,4271000000,226000000,1000000,0,0,4045000000,0,4044000000,,,1778000000,3.31,2.26
ABBV,2021-12-31,Year,56197000000,17446000000,38751000000,20827000000,17924000000,-2551000000,2384000000,12989000000,1440000000,7000000,0,0,11549000000,0,11542000000,26445000000,8521000000,1777000000,12.70,6.45
ABBV,2022-03-31,Quarter,13538000000,4052000000,9486000000,4769000000,4717000000,751000000,539000000,4929000000,436000000,3000000,0,0,4493000000,0,4490000000,,,1778000000,3.16,2.51
ABBV,2022-06-30,Quarter,14583000000,4170000000,10413000000,7118000000,3295000000,-1580000000,532000000,1183000000,255000000,4000000,0,0,928000000,0,924000000,,,1776000000,3.51,0.51
ABBV,2022-09-30,Quarter,14812000000,5022000000,9790000000,5187000000,4603000000,294000000,497000000,4400000000,448000000,3000000,0,0,3952000000,0,3949000000,,,1776000000,3.66,2.21
ABBV,2022-12-31,Quarter,15121000000,4170000000,10951000000,5449000000,5502000000,-2061000000,476000000,2965000000,493000000,-1000000,0,0,2472000000,0,2473000000,,,1778000000,3.60,1.38
ABBV,2022-12-31,Year,58054000000,17414000000,40640000000,22523000000,18117000000,-2596000000,2044000000,13477000000,1632000000,9000000,0,0,11845000000,0,11836000000,26584000000,8467000000,1778000000,13.77,6.63
ABBV,2023-03-31,Quarter,12225000000,3986000000,8239000000,5471000000,2768000000,-1839000000,454000000,475000000,234000000,2000000,0,0,241000000,0,239000000,,,1776000000,2.46,0.13
ABBV,2023-06-30,Quarter,13865000000,4240000000,9625000000,5112000000,4513000000,-1449000000,454000000,2610000000,583000000,3000000,0,0,2027000000,0,2024000000,,,1771000000,2.91,1.14
ABBV,2023-09-30,Quarter,13927000000,6485000000,7442000000,5161000000,2281000000,70000000,398000000,1953000000,172000000,3000000,0,0,1781000000,0,1778000000,,,1771000000,2.95,1.00
ABBV,2023-12-31,Quarter,14301000000,5704000000,8597000000,5402000000,3195000000,-1605000000,378000000,1212000000,388000000,2000000,0,0,824000000,0,822000000,,,1772000000,2.79,0.45
ABBV,2023-12-31,Year,54318000000,20415000000,33903000000,21146000000,12757000000,-4823000000,1684000000,6250000000,1377000000,10000000,0,0,4873000000,0,4863000000,21455000000,8698000000,1773000000,11.11,2.72
ABBV,2024-03-31,Quarter,12310000000,4094000000,8216000000,5418000000,2798000000,-590000000,453000000,1755000000,383000000,3000000,0,0,1372000000,0,1369000000,,,1773000000,2.31,0.77
ABBV,2024-06-30,Quarter,14462000000,4202000000,10260000000,6262000000,3998000000,-1346000000,506000000,2146000000,773000000,3000000,0,0,1373000000,0,1370000000,,,1771000000,2.65,0.77
ABBV,2024-09-30,Quarter,14460000000,4212000000,10248000000,6417000000,3831000000,-1156000000,591000000,2084000000,520000000,3000000,0,0,1564000000,0,1561000000,,,1772000000,3.00,0.88
ABBV,2024-12-31,Quarter,15102000000,4396000000,10706000000,12203000000,-1497000000,-169000000,610000000,-2269000000,-2246000000,-1000000,0,0,-23000000,0,-22000000,,,1769000000,2.16,-0.03
ABBV,2024-12-31,Year,56334000000,16904000000,39430000000,30293000000,9137000000,-3261000000,2160000000,3716000000,-570000000,8000000,0,0,4286000000,0,4278000000,17523000000,8386000000,1773000000,10.12,2.39
ABBV,2025-03-31,Quarter,13343000000,4002000000,9341000000,5608000000,3733000000,-1445000000,627000000,1661000000,372000000,3000000,0,0,1289000000,0,1286000000,,,1772000000,2.46,0.72
ABBV,2025-06-30,Quarter,15423000000,4346000000,11077000000,6183000000,4894000000,-2662000000,678000000,1554000000,613000000,3000000,0,0,941000000,0,938000000,,,1771000000,2.97,0.52
ABC,2013-09-30,Year,87959000000,85451000000,2508000000,1609000000,898000000,0,74000000,824000000,331000000,0,0,0,493000000,-60000000,434000000,1069000000,171000000,235350000,3.14,1.84
ABC,2014-09-30,Year,119569000000,116587000000,2982000000,2203000000,779000000,-29000000,77000000,673000000,389000000,0,0,0,284000000,-8000000,276000000,972000000,193000000,235410000,3.97,1.17
ABC,2015-09-30,Year,135962000000,132433000000,3529000000,3112000000,417000000,-44000000,99000000,274000000,409000000,0,0,0,-135000000,0,-135000000,667000000,250000000,217790000,4.96,-0.62
ABC,2016-09-30,Quarter,37560610000,36436070000,1124540000,894260000,230280000,1820000,43810000,188300000,44680000,0,0,0,143610000,0,143610000,,,226850000,1.30,0.62
ABC,2016-09-30,Year,146850000000,142577000000,4273000000,2699000000,1573000000,53000000,140000000,1391000000,-37000000,0,0,0,1428000000,0,1428000000,1966000000,392000000,225960000,5.62,6.32
ABC,2016-12-31,Quarter,38169270000,37131590000,1037680000,637690000,399990000,120000,36970000,363140000,115890000,0,0,0,247250000,0,247250000,,,221980000,1.36,1.11
ABC,2017-03-31,Quarter,37147400000,35890980000,1256430000,631450000,624980000,5230000,37300000,592920000,181440000,0,0,0,411470000,0,411470000,,,221220000,1.77,1.86
ABC,2017-06-30,Quarter,38707140000,37627270000,1079880000,909500000,170380000,-1400000,35600000,133380000,83020000,0,0,0,50350000,0,50350000,,,221870000,1.43,0.23
ABC,2017-09-30,Quarter,39120020000,37948000000,1172020000,1307030000,-135010000,-1230000,35310000,-171540000,173050000,0,0,0,-344590000,0,-344590000,,,218500000,1.33,-1.56
ABC,2017-09-30,Year,153144000000,148598000000,4546000000,3486000000,1060000000,3000000,145000000,918000000,553000000,0,0,0,364000000,0,364000000,1493000000,432000000,221600000,5.88,1.64
ABC,2017-12-31,Quarter,40466330000,39353680000,1112650000,693680000,418970000,-24090000,35860000,359020000,-502830000,0,0,0,861850000,0,861850000,,,220820000,1.55,3.90
ABC,2018-03-31,Quarter,41033860000,39778180000,1255680000,774270000,481410000,-71450000,48640000,361330000,79170000,-5300000,0,0,282160000,0,287460000,,,222300000,1.94,1.29
ABC,2018-06-30,Quarter,43142310000,41930970000,1211340000,822150000,389190000,3160000,47150000,345200000,67330000,2070000,0,0,277880000,0,275810000,,,220760000,1.54,1.25
ABC,2018-09-30,Quarter,43297140000,42264490000,1032650000,878540000,154110000,820000,43050000,111870000,-82130000,-39280000,0,0,194000000,0,233290000,,,217490000,1.45,1.09
ABC,2018-09-30,Year,167940000000,163327000000,4612000000,3169000000,1444000000,-92000000,175000000,1177000000,-438000000,-43000000,0,0,1616000000,0,1658000000,2013000000,570000000,220340000,6.49,7.53
ABC,2018-12-31,Quarter,45392450000,44094870000,1297580000,819760000,477820000,-3100000,42170000,432560000,40800000,-1900000,0,0,391750000,0,393650000,,,213970000,1.60,1.84
ABC,2019-03-31,Quarter,43319600000,41894850000,1424750000,1377200000,47550000,14490000,43280000,18780000,-9290000,940000,0,0,28070000,0,27140000,,,212560000,2.11,0.13
ABC,2019-06-30,Quarter,45239270000,44008030000,1231240000,824550000,406690000,340000,35920000,371120000,69110000,40000,0,0,302000000,0,301960000,,,211160000,1.76,1.43
ABC,2019-09-30,Quarter,45637800000,44453070000,1184740000,1004900000,179840000,1210000,36400000,144650000,12340000,-310000,0,0,132310000,0,132620000,,,209680000,1.61,0.64
ABC,2019-09-30,Year,179589000000,174451000000,5138000000,4026000000,1112000000,13000000,158000000,967000000,113000000,-1000000,0,0,854000000,0,855000000,1609000000,498000000,211840000,7.09,4.04
ABC,2019-12-31,Quarter,47864740000,46633530000,1231220000,967780000,263440000,-2840000,31010000,229590000,43020000,-1070000,0,0,186570000,0,187640000,,,207520000,1.76,0.90
ABC,2020-03-31,Quarter,47417640000,46029530000,1388110000,1078600000,309510000,1110000,34420000,276200000,-694910000,10830000,0,0,971110000,0,960280000,,,207060000,2.40,4.64
ABC,2020-06-30,Quarter,45366780000,44141060000,1225720000,820890000,404830000,-23250000,37750000,343840000,56570000,-2170000,0,0,287270000,0,289440000,,,205540000,1.85,1.41
ABC,2020-09-30,Year,189894000000,184702000000,5192000000,10327000000,-5135000000,-21000000,138000000,-5294000000,-1894000000,9000000,0,0,-3400000000,0,-3409000000,-4727000000,408000000,204780000,7.90,-16.65
ABC,2020-12-31,Quarter,52516550000,51064320000,1452230000,905000000,547230000,14270000,33610000,527880000,149180000,3860000,0,0,378710000,0,374850000,,,206800000,2.18,1.81
ABC,2021-03-31,Quarter,49154170000,47620790000,1533380000,909040000,624340000,-23310000,34530000,566510000,132510000,-1260000,0,0,434010000,0,435270000,,,207320000,2.53,2.10
ABC,2021-06-30,Quarter,53405700000,51517490000,1888210000,1267480000,620730000,4140000,51340000,573530000,278080000,3330000,0,0,295450000,0,292120000,,,208910000,2.16,1.40
ABC,2021-09-30,Quarter,58912430000,56843010000,2069420000,1489820000,579600000,46640000,54600000,553940000,117490000,-1250000,0,0,436450000,0,437700000,,,210810000,2.39,2.08
ABC,2021-09-30,Year,213989000000,207046000000,6943000000,4589000000,2354000000,42000000,174000000,2222000000,677000000,5000000,0,0,1545000000,0,1540000000,2869000000,515000000,208470000,9.26,7.39
ABC,2021-12-31,Quarter,59628810000,57568450000,2060360000,1415960000,644400000,5170000,53370000,596210000,146790000,310000,0,0,449420000,0,449110000,,,211170000,2.58,2.13
ABC,2022-03-31,Quarter,57719450000,55484370000,2235080000,1454920000,780160000,950000,52920000,728190000,172940000,7230000,0,0,555250000,0,548010000,,,211990000,3.22,2.59
ABC,2022-06-30,Quarter,60064600000,58049230000,2015370000,1528070000,487300000,41890000,52860000,476320000,113120000,-43760000,0,0,363200000,0,406960000,,,211740000,2.62,1.92
ABC,2022-09-30,Quarter,61174150000,59188590000,1985560000,1347980000,637580000,-20660000,51520000,382340000,83660000,3940000,0,0,298680000,0,294740000,,,209960000,2.60,1.40
ABC,2022-09-30,Year,238587000000,230291000000,8296000000,5930000000,2366000000,27000000,211000000,2183000000,517000000,-32000000,0,0,1667000000,0,1699000000,3157000000,791000000,211210000,11.03,8.04
ABC,2022-12-31,Quarter,62846830000,60700880000,2145950000,1512810000,633140000,6330000,46020000,593460000,117290000,-3580000,0,0,476170000,0,479750000,,,206330000,2.71,2.33
ABC,2023-03-31,Quarter,63457200000,61161760000,2295440000,1734930000,560510000,15720000,64110000,512130000,83920000,-7190000,0,0,428210000,0,435400000,,,204260000,3.50,2.13
ABC,2023-06-30,Quarter,66947050000,64682400000,2264650000,1594520000,670130000,-3440000,57860000,608830000,129620000,-370000,0,0,479210000,0,479580000,,,204380000,2.92,2.35
ABCB,2012-12-31,Year,187000000,13000000,174000000,151000000,23000000,0,2000000,22000000,7000000,0,0,0,14000000,0,14000000,31000000,7000000,23840000,0.29,0.46
ABCB,2013-12-31,Year,173000000,8000000,164000000,133000000,31000000,0,2000000,29000000,9000000,0,0,0,20000000,0,20000000,37000000,6000000,24350000,0.90,0.75
ABCB,2014-12-31,Year,227000000,9000000,218000000,157000000,61000000,0,5000000,56000000,17000000,0,0,0,39000000,0,39000000,70000000,9000000,26260000,1.47,1.46
ABCB,2015-12-31,Year,276000000,10000000,266000000,204000000,62000000,0,5000000,57000000,16000000,0,0,0,41000000,0,41000000,74000000,12000000,32130000,1.66,1.27
ABCB,2016-09-30,Quarter,91070000,3070000,88000000,54010000,33990000,0,2070000,31920000,10360000,0,0,0,21560000,0,21560000,,,35200000,0.61,0.61
ABCB,2016-12-31,Quarter,87230000,3680000,83550000,52670000,30880000,0,2000000,25160000,6990000,0,0,0,18180000,0,18180000,,,35290000,0.62,0.53
ABCB,2016-12-31,Year,345000000,12000000,332000000,220000000,113000000,0,7000000,105000000,33000000,0,0,0,72000000,0,72000000,130000000,18000000,34700000,2.30,2.08
ABCB,2017-03-31,Quarter,92760000,3760000,88990000,54930000,34060000,0,2700000,31370000,10210000,0,0,0,21150000,0,21150000,,,36040000,0.60,0.59
ABCB,2017-06-30,Quarter,99600000,4580000,95020000,57940000,37080000,0,3670000,33400000,10320000,0,0,0,23090000,0,23090000,,,37490000,0.63,0.62
ABCB,2017-09-30,Quarter,103320000,5140000,98190000,65550000,32640000,0,4330000,28300000,8140000,0,0,0,20160000,0,20160000,,,37550000,0.63,0.54
ABCB,2017-12-31,Quarter,103130000,6400000,96730000,58790000,37940000,0,3640000,31210000,22060000,0,0,0,9150000,0,9150000,,,37560000,0.63,0.23
ABCB,2017-12-31,Year,399000000,20000000,379000000,240000000,139000000,0,14000000,124000000,51000000,0,0,0,74000000,0,74000000,145000000,7000000,37140000,2.48,1.98
ABCB,2018-03-31,Quarter,105980000,6770000,99200000,60900000,38300000,0,3940000,34370000,7710000,0,0,0,26660000,0,26660000,,,38250000,0.73,0.70
ABCB,2018-06-30,Quarter,121250000,7790000,113460000,95490000,17970000,0,6150000,11810000,2420000,0,0,0,9390000,0,9390000,,,39710000,0.74,0.24
ABCB,2018-09-30,Quarter,151290000,15630000,135660000,74450000,61210000,0,6450000,54760000,13320000,0,0,0,41440000,0,41440000,,,47690000,0.91,0.87
ABCB,2018-12-31,Quarter,153220000,18860000,134360000,76060000,58300000,0,4340000,50550000,7020000,0,0,0,43540000,0,43540000,,,47590000,0.96,0.99
ABCB,2018-12-31,Year,532000000,49000000,483000000,310000000,172000000,0,21000000,151000000,30000000,0,0,0,121000000,0,121000000,183000000,11000000,43250000,3.38,2.80
ABCB,2019-03-31,Quarter,155700000,21680000,134020000,78830000,55190000,0,3850000,51330000,11430000,0,0,0,39910000,0,39910000,,,47460000,0.90,0.84
